Subject,Object,Rel,Count
ANMBR,Oxygen,APL-CHM,34
AOM,Carbon,APL-CHM,36
AOM,Methane,APL-CHM,63
AOM,Sulfates,APL-CHM,39
AOP,H2O2,APL-CHM,42
AOPS,Carbon,APL-CHM,44
AOPS,H2O2,APL-CHM,86
AOPS,Hydroxyl,APL-CHM,58
AOPS,OH,APL-CHM,38
AOPS,Oxygen,APL-CHM,51
AOPS,PMS,APL-CHM,32
AOPS,Peroxymonosulfate,APL-CHM,40
AOPS,TiO2,APL-CHM,34
APC,Cu,APL-CHM,30
APC,Pb,APL-CHM,30
APC,Zn,APL-CHM,31
APCS,APC,APL-CHM,38
AR,Hydrogen,APL-CHM,31
AR,Oxygen,APL-CHM,32
AR,Si,APL-CHM,36
AR,SiO2,APL-CHM,47
AR,Silica,APL-CHM,55
AR,Silicon,APL-CHM,45
AR,TiO2,APL-CHM,31
ARC,Ag,APL-CHM,49
ARC,Al,APL-CHM,74
ARC,Al2O3,APL-CHM,80
ARC,Aluminum,APL-CHM,31
ARC,Amphiboles,APL-CHM,69
ARC,Apatites,APL-CHM,32
ARC,Argon,APL-CHM,41
ARC,Au,APL-CHM,46
ARC,Ba,APL-CHM,80
ARC,Biotites,APL-CHM,51
ARC,CO2,APL-CHM,47
ARC,CaO,APL-CHM,34
ARC,Carbon,APL-CHM,90
ARC,Carbonates,APL-CHM,33
ARC,Ce,APL-CHM,34
ARC,Chondrite,APL-CHM,40
ARC,Clinopyroxenes,APL-CHM,71
ARC,Co,APL-CHM,31
ARC,Copper,APL-CHM,50
ARC,Cr,APL-CHM,65
ARC,Cu,APL-CHM,69
ARC,Diamonds,APL-CHM,43
ARC,Eu,APL-CHM,35
ARC,Fe,APL-CHM,59
ARC,Ga,APL-CHM,33
ARC,GaAs,APL-CHM,33
ARC,H2O,APL-CHM,52
ARC,Hf,APL-CHM,66
ARC,Hydrogen,APL-CHM,43
ARC,Iron,APL-CHM,33
ARC,K2O,APL-CHM,78
ARC,La,APL-CHM,98
ARC,Li,APL-CHM,48
ARC,Magnetite,APL-CHM,38
ARC,Mg,APL-CHM,92
ARC,MgO,APL-CHM,110
ARC,Miocene,APL-CHM,45
ARC,Mo,APL-CHM,33
ARC,Na2O,APL-CHM,44
ARC,Nb,APL-CHM,105
ARC,Nd,APL-CHM,64
ARC,Ni,APL-CHM,64
ARC,Nitrogen,APL-CHM,34
ARC,OIB,APL-CHM,41
ARC,Olivines,APL-CHM,96
ARC,Orthopyroxene,APL-CHM,30
ARC,Oxides,APL-CHM,37
ARC,Oxygen,APL-CHM,81
ARC,Pb,APL-CHM,128
ARC,Pyroxene,APL-CHM,39
ARC,Quartz,APL-CHM,96
ARC,Si,APL-CHM,124
ARC,SiO2,APL-CHM,204
ARC,Silica,APL-CHM,68
ARC,Silicate,APL-CHM,36
ARC,Silicon,APL-CHM,133
ARC,Silver,APL-CHM,30
ARC,Sr,APL-CHM,126
ARC,Ta,APL-CHM,80
ARC,Th,APL-CHM,31
ARC,Ti,APL-CHM,99
ARC,TiO2,APL-CHM,109
ARC,Tungsten,APL-CHM,33
ARC,Yb,APL-CHM,98
ARC,Zircon,APL-CHM,38
ARC,Zircons,APL-CHM,139
ARC,ZnO,APL-CHM,32
ARC,Zr,APL-CHM,95
ARLBS,Lithium,APL-CHM,33
ASC,C,APL-CHM,45
ASC,Carbon,APL-CHM,105
ASC,Co,APL-CHM,193
ASC,Co3O4,APL-CHM,40
ASC,Cu,APL-CHM,36
ASC,Fe,APL-CHM,34
ASC,Graphene,APL-CHM,37
ASC,KOH,APL-CHM,130
ASC,Mn,APL-CHM,71
ASC,MnO2,APL-CHM,84
ASC,Mo,APL-CHM,39
ASC,N2,APL-CHM,140
ASC,Na2SO4,APL-CHM,32
ASC,Ni,APL-CHM,253
ASC,Ni(OH)2,APL-CHM,35
ASC,NiCo2O4,APL-CHM,39
ASC,NiCo2S4,APL-CHM,33
ASC,Nickel,APL-CHM,41
ASC,Nitrogen,APL-CHM,95
ASC,O,APL-CHM,136
ASC.,Ni,APL-CHM,32
ASCS,Carbon,APL-CHM,183
ASCS,Co,APL-CHM,76
ASCS,Co3O4,APL-CHM,34
ASCS,Fe2O3,APL-CHM,36
ASCS,Graphene,APL-CHM,75
ASCS,Graphene Oxide,APL-CHM,31
ASCS,KOH,APL-CHM,80
ASCS,Mn,APL-CHM,34
ASCS,MnO2,APL-CHM,83
ASCS,N2,APL-CHM,40
ASCS,Na2SO4,APL-CHM,32
ASCS,Ni,APL-CHM,125
ASCS,Ni(OH)2,APL-CHM,30
ASCS,Nitrogen,APL-CHM,38
ASCS,O,APL-CHM,61
ASCs,Carbon,APL-CHM,35
ASCs,Co,APL-CHM,57
ASCs,KOH,APL-CHM,39
ASCs,Mn,APL-CHM,32
ASCs,MnO2,APL-CHM,33
ASCs,Ni,APL-CHM,78
ASCs,Nitrogen,APL-CHM,31
ASCs,O,APL-CHM,45
ASDEX Upgrade,Carbon,APL-CHM,39
ASDEX Upgrade,Tungsten,APL-CHM,51
ASICs,Silicon,APL-CHM,36
ASOS,Oligonucleotide,APL-CHM,31
ASSBS,Li,APL-CHM,32
ASSBS,Lithium,APL-CHM,39
ASSLBS,Li,APL-CHM,33
ASSLBS,Lithium,APL-CHM,40
ATP,ADP,APL-CHM,62
ATP,Adenosine Triphosphate,APL-CHM,33
ATP,Amino Acid,APL-CHM,31
ATP,Hydrogen,APL-CHM,36
ATP,Oxygen,APL-CHM,31
ATP,Phosphate,APL-CHM,52
ATP Binding Cassette,ATP,APL-CHM,76
ATP Hydrolysis,ADP,APL-CHM,79
ATP Hydrolysis,ATP,APL-CHM,220
ATP Hydrolysis,Amino Acid,APL-CHM,35
