Subject,Object,Rel,Count
Alloy,α-,DSC-SPL,73
Alloy,α-Al,DSC-SPL,105
Alloy,α-Fe,DSC-SPL,34
Alloy,α-Mg,DSC-SPL,54
Alloy,α-Phase,DSC-SPL,315
Alloy,α-β,DSC-SPL,58
Alloy,α2,DSC-SPL,291
Alloy,α2/Γ,DSC-SPL,37
Alloy,αp,DSC-SPL,49
Alloy,β,DSC-SPL,2208
Alloy,β-,DSC-SPL,31
Alloy,β-Al5FeSi,DSC-SPL,32
Alloy,β-Mg17Al12,DSC-SPL,62
Alloy,β-Phase,DSC-SPL,463
Alloy,β-Ti,DSC-SPL,75
Alloy,β-Type,DSC-SPL,59
Alloy,β1,DSC-SPL,65
Alloy,γ,DSC-SPL,75
Alloy,γ',DSC-SPL,422
Alloy,γ'',DSC-SPL,43
Alloy,γ'-Phase,DSC-SPL,43
Alloy,γ-Austenite,DSC-SPL,42
Alloy,γ-Phase,DSC-SPL,172
Alloy,γ-γ',DSC-SPL,35
Alloy,γ2,DSC-SPL,34
Alloy,δ',DSC-SPL,35
Alloy,η,DSC-SPL,198
Alloy,η-Phase,DSC-SPL,32
Alloy,μ,DSC-SPL,54
Alloy,σ,DSC-SPL,201
Alloy,σ-Phase,DSC-SPL,34
Alloy,τ,DSC-SPL,33
Alloy,ω,DSC-SPL,277
Alloy,ω-Phase,DSC-SPL,46
Alloy Film,BCC,DSC-SPL,40
Alloy Film,Cubic,DSC-SPL,38
Alloy Film,FCC,DSC-SPL,62
Alloy Film,Face Centered Cubic,DSC-SPL,34
Alloy Film,Hexagonal,DSC-SPL,37
Alloy NPs,FCC,DSC-SPL,36
Alloy Nanoparticles,Cubic,DSC-SPL,37
Alloy Nanoparticles,FCC,DSC-SPL,76
Alloy Nanoparticles,Face Centered Cubic,DSC-SPL,44
Alloy Powder,BCC,DSC-SPL,56
Alloy Powder,FCC,DSC-SPL,71
Alloy Powder,Martensite,DSC-SPL,30
Alloy Surface,FCC,DSC-SPL,41
Alloy Surface,Spinels,DSC-SPL,36
Alloyed,Austenite,DSC-SPL,165
Alloyed,Austenitic,DSC-SPL,120
Alloyed,Bainitic,DSC-SPL,34
Alloyed,Cubic,DSC-SPL,78
Alloyed,FCC,DSC-SPL,44
Alloyed,Face Centered Cubic,DSC-SPL,31
Alloyed,Ferritic,DSC-SPL,45
Alloyed,Hexagonal,DSC-SPL,49
Alloyed,Martensite,DSC-SPL,85
Alloyed,Martensitic,DSC-SPL,70
Alloyed,Perovskites,DSC-SPL,44
Alloyed,Wurtzite,DSC-SPL,37
Alloys,2H,DSC-SPL,37
Alloys,A-Phase,DSC-SPL,90
Alloys,A15,DSC-SPL,30
Alloys,Abstract,DSC-SPL,204
Alloys,Acicular,DSC-SPL,30
Alloys,Alpha,DSC-SPL,164
Alloys,Anatase,DSC-SPL,113
Alloys,Austenite,DSC-SPL,1278
Alloys,Austenitic,DSC-SPL,1213
Alloys,B s t,DSC-SPL,45
